,Species_ORIGINAL,Species,Size (feet),Position,UTC_Date,Latitude__,Longitude
2812,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.4990470757967,130.466531387764
2813,C. porosus,Crocodylus porosus,13,Mid-stream,2022-06-24,-13.5000598453445,130.463347398008
2814,C. porosus,Crocodylus porosus,14,On bank,2022-06-24,-13.5010664066061,130.461272482041
2815,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5015232666347,130.460687806282
2816,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-24,-13.5016551218064,130.460591777652
2817,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5018704133463,130.460470961898
2818,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5020560346524,130.460344347642
2819,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5020680126672,130.460336023122
2820,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5020680126672,130.460336023122
2821,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5020931504871,130.460319671424
2822,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5021058507303,130.460311927819
2823,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.5024239662445,130.460202597842
2824,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5024350278047,130.460195856321
2825,C. porosus,Crocodylus porosus,12,On bank,2022-06-24,-13.5026290753084,130.460115543854
2826,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5026427836674,130.460111190219
2827,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-24,-13.503607471584,130.460241535539
2828,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5049800986057,130.460955795762
2829,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-24,-13.5055740356992,130.461598429093
2830,C. porosus,Crocodylus porosus,16,On bank,2022-06-24,-13.5057708927939,130.461697161957
2831,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.5055765518758,130.459811389759
2832,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.503568031587,130.458988207093
2833,C. porosus,Crocodylus porosus,12,Mid-stream,2022-06-24,-13.4990120045573,130.462858692711
2834,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5089933242156,130.463122616787
2835,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.5130977706092,130.470073631627
2836,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5137695781071,130.46901754671
2837,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.516597953373,130.472337938269
2838,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-06-24,-13.5192527924848,130.476124258109
2839,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-06-24,-13.5212637288106,130.477043588995
2840,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-24,-13.5225242473364,130.479135229626
2841,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.5253230471058,130.48028289859
2842,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5254073843815,130.481844078384
2843,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5278324519606,130.48289308568
2844,C. porosus,Crocodylus porosus,11,Mid-stream,2022-06-24,-13.5348182928713,130.489560994591
2845,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5359566020763,130.489248178985
2846,C. porosus,Crocodylus porosus,17,Shallow water on edge,2022-06-24,-13.5382320964902,130.491642905179
2847,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5380260976256,130.49268176505
2848,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5386221744601,130.493519253502
2849,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5414380013229,130.49769648513
2850,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.541911643456,130.50037925146
2851,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5458796609756,130.506590622077
2852,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5518814201982,130.514999495894
2853,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5547195628384,130.519643215573
2854,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5563676409298,130.519611232012
2855,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-06-24,-13.5564550845259,130.519627566214
2856,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.557704734341,130.5187644463
2857,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-24,-13.559168076389,130.518719836832
2858,C. porosus,Crocodylus porosus,13,Mid-stream,2022-06-24,-13.5613361535438,130.516940097057
2859,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.5665943446834,130.517141199583
2860,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5689533484365,130.518056636919
2861,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.5689689223508,130.51807200148
2862,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5702569760063,130.518122527786
2863,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.5739333288554,130.518118589532
2864,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.577272767349,130.52112152219
2865,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.5812022003584,130.523107640617
2866,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.5840012525251,130.523846932632
2867,C. porosus,Crocodylus porosus,8,On bank,2022-06-24,-13.5971608221013,130.527915558575
2868,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.597183593106,130.527959820715
2869,C. porosus,Crocodylus porosus,12,Mid-stream,2022-06-24,-13.5990241376898,130.529415004881
2870,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6038313441942,130.533391439036
2871,C. porosus,Crocodylus porosus,2,Shallow water on edge,2022-06-24,-13.6090797812765,130.542378806748
2872,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6089245577014,130.548598579822
2873,C. porosus,Crocodylus porosus,10,Mid-stream,2022-06-24,-13.6090611178175,130.552600138228
2874,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6070743170567,130.557898406079
2875,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.607944709792,130.560286228312
2876,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6084915844294,130.560475396373
2877,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.6088801133666,130.561499184772
2878,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6089164448118,130.561515876018
2879,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6089340194019,130.561525260183
2880,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.6090967989282,130.56160581193
2881,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6091129831688,130.561609035758
2882,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.6093668118757,130.561637201206
2883,C. porosus,Crocodylus porosus,14,On bank,2022-06-24,-13.6095324648749,130.561765130625
2884,C. porosus,Crocodylus porosus,15,On bank,2022-06-24,-13.6095406625373,130.561776885049
2885,C. porosus,Crocodylus porosus,16,On bank,2022-06-24,-13.6096205955137,130.561962701067
2886,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6095214708067,130.562378340361
2887,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6094888702244,130.562428664146
2888,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6094575368411,130.562486777073
2889,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.609451686816,130.562520762501
2890,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6094501272691,130.562546191691
2891,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6094492205455,130.562563620363
2892,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.6094471954452,130.562582885437
2893,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.6094445728609,130.562601430003
2894,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.6094425005778,130.562612265377
2895,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.6094404722288,130.562622838903
2896,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6094337792054,130.562642460687
2897,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6094253066785,130.562663041553
2898,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6094160758358,130.562683990939
2899,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6093802649183,130.562757402529
2900,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.6091113811705,130.562978534078
2901,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-24,-13.6090459847825,130.563025540228
2902,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6090294949608,130.563035861936
2903,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6089937721794,130.563060590153
2904,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-24,-13.6085783832812,130.564100630861
2905,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-06-24,-13.6085503986494,130.564100531281
2906,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-24,-13.6053638819481,130.564657967327
2907,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-24,-13.6038401366907,130.565024666414
2908,C. porosus,Crocodylus porosus,11,Mid-stream,2022-06-24,-13.6015560383405,130.565128761728
2909,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6011880910542,130.56561900663
2910,C. porosus,Crocodylus porosus,15,Shallow water on edge,2022-06-24,-13.6043762717829,130.567579704874
2911,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-24,-13.6110203308849,130.564683760057
2912,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-24,-13.6109089669343,130.564619879267
2913,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-06-24,-13.6115908031414,130.564106601846
2914,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-24,-13.6154945904591,130.556149071621
2915,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-06-24,-13.616650376407,130.555634945849
2916,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-24,-13.6177255732006,130.554293835575
2917,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4981340257861,130.474142243997
2918,eyeshine,Crocodylus,0,Mid-stream,2022-06-24,-13.5006183476708,130.471267176137
2919,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4996435330422,130.472018913722
2920,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4986580232706,130.469723071523
2921,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4992932185345,130.468095416989
2922,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4990501260377,130.466541970912
2923,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4987163715107,130.466100864002
2924,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5012289668414,130.460944087091
2925,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5062099969101,130.460341920639
2926,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5013883914438,130.459736796214
2927,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.4997518930748,130.461162754777
2928,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5320078947175,130.487856812572
2929,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5426139836584,130.501343592466
2930,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5454688933705,130.507637764312
2931,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5547580631115,130.519657968167
2932,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.557722494433,130.518762616701
2933,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5665943446834,130.517141199583
2934,eyeshine,Crocodylus,0,Mid-stream,2022-06-24,-13.5670675338702,130.517663989081
2935,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5713135820621,130.517850198962
2936,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.5749462335661,130.518898324359
2937,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.577289875535,130.521121042455
2938,eyeshine,Crocodylus,0,Mid-stream,2022-06-24,-13.6045536348993,130.534451241558
2939,eyeshine,Crocodylus,0,Mid-stream,2022-06-24,-13.6089758555481,130.553217627031
2940,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-24,-13.6074156189606,130.556575622379
2941,C. johnstoni,Crocodylus johnstoni,8,On bank,2022-06-23,-13.6818722907428,130.609400249269
2942,C. johnstoni,Crocodylus johnstoni,5,Shallow water on edge,2022-06-23,-13.6814308973453,130.609161277557
2943,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2022-06-23,-13.6808682251075,130.609481411253
2944,C. johnstoni,Crocodylus johnstoni,12,On bank,2022-06-23,-13.67933941773,130.609414847511
2945,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2022-06-23,-13.6789803792619,130.609847968986
2946,C. johnstoni,Crocodylus johnstoni,4,Shallow water on edge,2022-06-23,-13.6815859323241,130.616124774629
2947,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2022-06-23,-13.6856038035145,130.618123340659
2948,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2022-06-23,-13.6798703748873,130.629092986205
2949,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2022-06-23,-13.6806919479584,130.642311531001
2950,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6797930840219,130.643242593721
2951,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2022-06-23,-13.6658804716704,130.654591246542
2952,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2022-06-23,-13.6660972935861,130.655081460685
2953,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6709555712391,130.657857126085
2954,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2022-06-23,-13.6709826477958,130.657858821982
2955,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6709963161025,130.65785892879
2956,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2022-06-23,-13.6720681183582,130.6575533035
2957,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2022-06-23,-13.6738660419084,130.656313939906
2958,C. johnstoni,Crocodylus johnstoni,6,Shallow water on edge,2022-06-23,-13.6738876845282,130.656311569796
2959,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6739088234374,130.656308125549
2960,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2022-06-23,-13.6753732092873,130.656318022967
2961,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2022-06-23,-13.6795825576177,130.65971023002
2962,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.687504891462,130.662818463906
2963,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6877804133124,130.662832757681
2964,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6885938015585,130.663223170436
2965,C. johnstoni,Crocodylus johnstoni,8,Shallow water on edge,2022-06-23,-13.6886029393401,130.663225744806
2966,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2022-06-23,-13.6897550688855,130.663564909793
2967,C. johnstoni,Crocodylus johnstoni,9,Shallow water on edge,2022-06-23,-13.7097488079872,130.66767561706
2968,C. johnstoni,Crocodylus johnstoni,7,Shallow water on edge,2022-06-23,-13.7218380246022,130.676097569993
2969,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6211512177449,130.551869030807
2970,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6264188193959,130.54987511332
2971,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6284826370258,130.553117464451
2972,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-23,-13.6284499013439,130.553161380091
2973,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-23,-13.6287517045513,130.554967990349
2974,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6332981319549,130.564279671559
2975,C. porosus,Crocodylus porosus,12,Mid-stream,2022-06-23,-13.6350483422492,130.56683371054
2976,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6379049421644,130.569111174175
2977,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6385554240937,130.569567478759
2978,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6404692423304,130.571453917738
2979,C. porosus,Crocodylus porosus,8,Mid-stream,2022-06-23,-13.6473790843544,130.573783137141
2980,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6502522972927,130.573904939275
2981,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6512475482432,130.57382488639
2982,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-23,-13.655185895417,130.573087461524
2983,C. porosus,Crocodylus porosus,12,On bank,2022-06-23,-13.6590337420284,130.57271875238
2984,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6683178167538,130.575043662949
2985,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-06-23,-13.6774345622085,130.576110333333
2986,C. porosus,Crocodylus porosus,16,Shallow water on edge,2022-06-23,-13.6778599731568,130.576762983223
2987,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6829110610233,130.5782853553
2988,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6835537622744,130.579279176016
2989,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6836004508906,130.586784551759
2990,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-23,-13.6834664317445,130.588116093767
2991,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-23,-13.6834305592626,130.58874471172
2992,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6844299473277,130.59545352158
2993,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.684440926618,130.599194957045
2994,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6843699313031,130.600063841819
2995,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6846542670065,130.609348820606
2996,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-23,-13.6812303724545,130.609471300692
2997,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6812153589306,130.609466671098
2998,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6808602446748,130.609477870717
2999,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-23,-13.6806483998444,130.609461277427
3000,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6795873003093,130.609574361294
3001,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6789666385479,130.613004585522
3002,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-06-23,-13.6789666385479,130.613004585522
3003,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-23,-13.6789695915429,130.613024280143
3004,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6794260115795,130.613778821902
3005,C. porosus,Crocodylus porosus,7,Shallow water on edge,2022-06-23,-13.6855894905419,130.617791923606
3006,C. porosus,Crocodylus porosus,8,Shallow water on edge,2022-06-23,-13.6866966022309,130.620054419818
3007,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-23,-13.6853174353105,130.62486132247
3008,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6826738423762,130.627223540726
3009,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-23,-13.6798767755126,130.629049701933
3010,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6796824847195,130.631300272983
3011,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6812483632976,130.633309697315
3012,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-06-23,-13.682179076883,130.639279684373
3013,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.6814551319013,130.641676542275
3014,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6801009973515,130.64296614651
3015,C. porosus,Crocodylus porosus,14,Mid-stream,2022-06-23,-13.6718521866542,130.644342556121
3016,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6699701646927,130.647690984189
3017,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-23,-13.6693382569068,130.649035895757
3018,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.665890305887,130.654558232717
3019,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-23,-13.6660982034847,130.657366070873
3020,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6720681183582,130.6575533035
3021,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.6782321658543,130.657512278943
3022,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6792770560685,130.659309133051
3023,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6875280852632,130.662809265281
3024,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6917417305582,130.665479513706
3025,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-23,-13.6967927403349,130.669696352869
3026,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.6976786355813,130.669916662433
3027,C. porosus,Crocodylus porosus,4,Shallow water on edge,2022-06-23,-13.7090248266751,130.668096179553
3028,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-23,-13.7097324807752,130.667721274427
3029,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.7097324807752,130.667721274427
3030,C. porosus,Crocodylus porosus,12,Shallow water on edge,2022-06-23,-13.7106213687238,130.667207483386
3031,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.7116583032397,130.667722888691
3032,C. porosus,Crocodylus porosus,13,Shallow water on edge,2022-06-23,-13.7208025353041,130.674146773841
3033,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-23,-13.7217920298753,130.676086428709
3034,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-23,-13.7260529274229,130.679896371278
3035,C. porosus,Crocodylus porosus,6,Shallow water on edge,2022-06-23,-13.72991075511,130.685139371606
3036,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.7315461123547,130.686359569725
3037,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-06-23,-13.7397889163851,130.686188965865
3038,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.7509541093587,130.686645189099
3039,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-06-23,-13.7509715629912,130.686659473762
3040,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-06-23,-13.7517402196306,130.688224817118
3041,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-06-23,-13.7517453861602,130.688221227295
3042,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6251375475874,130.549802943423
3043,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6303745725209,130.55763327791
3044,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6547004457906,130.57323401035
3045,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6579530027996,130.573295808344
3046,eyeshine,Crocodylus,0,Mid-stream,2022-06-23,-13.6720009062489,130.575622835712
3047,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6758493142299,130.576139879538
3048,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6778499546732,130.576750916891
3049,eyeshine,Crocodylus,0,On bank,2022-06-23,-13.6851020760343,130.579970644522
3050,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6850904686226,130.580016946594
3051,eyeshine,Crocodylus,0,On bank,2022-06-23,-13.6851364999732,130.581509191203
3052,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6837565009678,130.589273649507
3053,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6838268586002,130.591166479135
3054,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6841144360842,130.603050211606
3055,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6814197878553,130.60915711992
3056,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6804839704882,130.609269359514
3057,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6804416181771,130.609249128216
3058,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6802050399061,130.60917345703
3059,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6784555514167,130.610076225812
3060,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.678391089739,130.610105495357
3061,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6783800438123,130.610115166734
3062,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6783673282837,130.610129392227
3063,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6783517018274,130.610339862695
3064,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6783517018274,130.610339862695
3065,eyeshine,Crocodylus,0,On bank,2022-06-23,-13.6786023949603,130.611052289098
3066,eyeshine,Crocodylus,0,On bank,2022-06-23,-13.6786077042034,130.611065604078
3067,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6786263298558,130.611095072253
3068,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6834257767283,130.617008213417
3069,eyeshine,Crocodylus,0,On bank,2022-06-23,-13.6867173419128,130.620071512302
3070,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6812493556808,130.633315154289
3071,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6822698113274,130.638119485232
3072,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6822746473415,130.638156231672
3073,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6815287841161,130.64164939765
3074,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6741210553247,130.644153719744
3075,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6718788668337,130.644352864895
3076,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6697154075916,130.64713540849
3077,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6688036174278,130.648512227276
3078,eyeshine,Crocodylus,0,Shallow water on edge,2022-06-23,-13.6677171479647,130.649836800711
